Nodes,Groups,Reduction
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,2,13.33
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
16,1,0
16,1,0
8,1,0
512,5,9.58
128,2,8.64
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
64,1,0
8,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,2,12.50
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,12.50
8,1,0
512,7,12.39
4,1,0
16,1,0
8,1,0
64,1,0
4,1,0
4,1,0
16,1,0
8,1,0
32,1,0
32,1,0
8,1,0
4,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
16,1,0
4,1,0
8,1,0
16,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
8,1,0
16,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
16,1,0
8,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
8,1,0
16,1,0
4,1,0
16,1,0
16,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
16,1,0
4,1,0
16,1,0
4,1,0
16,1,0
4,1,0
16,2,12.50
16,1,0
4,1,0
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,1,0
512,5,18.40
16,1,0
64,2,2.20
512,7,15.80
16,1,0
4,1,0
8,1,0
16,1,0
16,1,0
4,1,0
16,1,0
512,7,6.55
16,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
128,2,8.85
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
16,1,0
128,3,9.28
4,1,0
16,1,0
4,1,0
32,1,0
32,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
16,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
4,1,0
16,1,0
16,1,0
16,1,0
8,1,0
8,1,0
4,1,0
4,1,0
32,2,0
32,1,0
32,1,0
32,1,0
32,2,-45.65
32,1,0
32,2,8.23
32,9,15.62
32,1,0
32,10,14.16
32,2,-23.07
32,1,0
32,1,0
64,1,0
32,1,0
32,2,0
32,1,0
32,3,10.08
32,7,22.22
32,2,-23.07
32,3,20.16
32,1,0
32,3,13.26
32,2,7.50
32,1,0
32,2,7.40
32,1,0
4,1,0
4,1,0
4,1,0
16,1,0
16,1,0
8,1,0
4,1,0
512,7,14.38
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
16,1,0
128,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
64,1,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
32,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
16,1,0
4,1,0
16,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
4,1,0
16,1,0
16,1,0
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
4,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,1,0
16,1,0
32,1,0
32,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
512,5,-2.94
8,1,0
16,1,0
4,2,0
4,1,0
8,1,0
4,1,0
16,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
512,6,20.58
16,1,0
4,1,0
4,1,0
4,1,0
16,1,0
16,1,0
256,3,22.23
4,1,0
16,1,0
4,1,0
256,3,5.07
16,1,0
8,1,0
16,1,0
4,1,0
16,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
16,1,0
256,3,5.07
512,6,4.75
16,1,0
4,1,0
32,2,0
32,1,0
4,1,0
8,1,0
256,3,5.07
32,2,-45.65
32,1,0
32,1,0
512,5,16.47
8,1,0
32,1,0
32,1,0
32,1,0
8,1,0
32,1,0
16,1,0
32,1,0
32,2,12.98
256,5,6.10
16,1,0
8,1,0
16,2,0
4,1,0
4,2,0
32,1,0
32,1,0
16,1,0
256,3,5.07
4,1,0
4,1,0
8,1,0
8,1,0
32,2,0
4,1,0
32,1,0
8,1,0
16,1,0
4,1,0
16,1,0
16,1,0
8,1,0
16,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
16,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
16,1,0
4,1,0
16,1,0
8,1,0
16,1,0
16,1,0
16,1,0
16,1,0
4,1,0
4,1,0
8,1,0
16,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,1,0
16,1,0
16,1,0
16,1,0
4,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,1,0
8,1,0
16,2,13.79
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,2,13.79
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,2,13.79
8,1,0
16,2,13.79
8,1,0
4,1,0
8,1,0
16,2,13.79
16,1,0
8,1,0
16,2,13.79
4,1,0
8,1,0
4,1,0
8,1,0
16,1,0
16,1,0
8,1,0
16,2,13.79
4,1,0
4,1,0
16,2,13.79
8,1,0
16,2,13.79
4,1,0
8,1,0
4,1,0
16,2,13.79
8,1,0
16,1,0
16,1,0
4,1,0
32,1,0
32,1,0
16,1,0
16,1,0
8,1,0
16,2,13.79
32,1,0
32,1,0
4,1,0
16,1,0
16,2,13.79
16,1,0
4,1,0
4,1,0
16,2,13.79
32,1,0
32,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
8,1,0
32,1,0
32,1,0
32,1,0
4,1,0
16,2,13.79
8,1,0
256,3,14.96
16,2,13.79
16,1,0
4,1,0
4,1,0
4,1,0
16,2,13.79
16,1,0
4,1,0
16,1,0
8,1,0
32,1,0
32,1,0
16,2,13.79
128,2,4.52
8,1,0
8,1,0
8,1,0
8,2,12.50
16,1,0
4,1,0
16,2,13.79
16,1,0
4,1,0
16,1,0
8,1,0
256,5,22.13
64,2,-38.88
32,2,0
8,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
16,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
256,4,23.51
16,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,2,12.50
4,1,0
4,1,0
4,1,0
16,1,0
4,1,0
16,2,12.50
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
16,2,12.50
256,4,4.72
4,1,0
32,2,11.59
4,1,0
32,2,-23.07
32,1,0
16,2,12.50
4,1,0
16,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
32,1,0
4,1,0
32,1,0
8,1,0
16,2,10.81
4,1,0
16,1,0
64,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
64,1,0
16,2,12.50
16,2,10.81
8,1,0
16,1,0
4,1,0
256,5,23.29
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
16,1,0
256,5,18.65
4,1,0
256,5,19.25
4,3,0
8,1,0
8,1,0
4,1,0
32,1,0
16,1,0
16,2,10.81
16,1,0
4,1,0
8,1,0
16,1,0
32,1,0
16,2,12.12
128,6,11.78
4,3,0
4,2,16.66
4,1,0
16,1,0
4,2,0
8,1,0
256,3,-6.11
16,2,12.50
16,2,10.81
8,1,0
4,1,0
16,1,0
4,2,16.66
16,1,0
8,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,15.38
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,12.50
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,2,0
4,1,0
16,1,0
4,1,0
16,1,0
16,1,0
4,1,0
8,1,0
4,1,0
16,5,15.78
4,1,0
32,6,19.80
16,2,8.33
4,3,0
8,1,0
64,13,20.61
16,6,14.47
4,1,0
8,3,18.18
64,14,9.24
8,3,20.00
4,2,0
8,3,11.11
32,10,12.50
64,3,12.24
8,1,0
4,1,0
4,2,0
16,4,9.61
4,1,0
8,5,0
4,1,0
4,3,0
8,1,0
16,6,-3.84
4,1,0
8,3,11.76
16,1,0
8,3,6.25
4,1,0
4,1,0
16,4,16.66
8,2,12.50
8,2,12.50
16,1,0
32,6,13.82
32,2,0
8,1,0
8,1,0
32,1,0
128,11,15.20
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
64,11,19.27
8,1,0
32,1,0
4,1,0
8,2,12.50
4,1,0
4,2,0
4,2,16.66
4,2,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,3,0
4,1,0
4,2,16.66
4,1,0
4,2,16.66
4,1,0
4,1,0
4,2,0
4,2,16.66
4,1,0
4,1,0
4,2,16.66
4,2,0
4,1,0
4,1,0
4,3,0
4,2,16.66
4,2,0
4,3,16.66
4,2,0
4,3,0
4,1,0
4,3,0
4,1,0
4,2,16.66
4,2,16.66
4,2,16.66
4,1,0
4,1,0
32,3,6.79
32,3,20.58
32,9,16.66
4,2,0
4,3,0
4,3,16.66
64,11,10.03
64,6,25.25
8,2,0
64,10,18.91
64,10,13.38
64,9,26.86
64,16,11.88
64,6,21.02
16,5,25.00
4,1,0
4,3,0
8,3,0
4,1,0
4,3,0
8,1,0
32,7,7.73
16,2,12.12
4,1,0
512,6,17.57
4,2,0
8,1,0
64,4,14.63
4,1,0
8,1,0
16,1,0
8,1,0
8,2,12.50
16,1,0
16,2,8.33
4,1,0
4,1,0
8,3,18.75
8,3,11.11
4,1,0
8,1,0
8,4,9.09
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
8,2,14.28
8,3,-8.33
8,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
16,1,0
16,1,0
4,1,0
64,6,20.91
8,1,0
8,1,0
4,3,16.66
32,1,0
8,1,0
4,3,0
8,1,0
4,2,0
4,1,0
8,1,0
4,1,0
4,1,0
16,1,0
16,1,0
16,1,0
8,1,0
8,1,0
64,2,10.25
8,1,0
256,4,25.02
4,2,16.66
4,2,0
32,1,0
8,2,12.50
16,1,0
16,2,0
8,1,0
8,1,0
4,1,0
4,1,0
16,1,0
4,3,0
8,1,0
32,3,16.00
8,2,0
4,1,0
8,1,0
512,20,22.21
4,2,16.66
64,3,17.84
512,22,22.20
16,5,16.66
16,8,8.33
32,6,8.43
32,5,19.31
4,1,0
16,3,17.50
4,1,0
4,3,0
8,2,12.50
8,2,12.50
8,2,12.50
4,1,0
32,5,4.83
16,3,14.81
16,1,0
4,1,0
8,1,0
8,1,0
4,2,16.66
32,2,0
32,6,17.17
8,1,0
8,1,0
8,1,0
4,2,0
8,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,2,0
16,1,0
8,1,0
4,1,0
16,1,0
16,2,8.33
32,6,22.15
4,1,0
16,4,27.41
4,1,0
16,2,8.33
16,2,-8.33
4,1,0
4,1,0
8,1,0
32,2,7.40
32,2,6.94
4,1,0
8,1,0
8,2,0
8,2,0
4,1,0
64,1,0
4,1,0
4,1,0
8,5,14.28
8,1,0
4,1,0
4,1,0
16,6,18.05
4,1,0
8,1,0
16,3,-8.33
4,1,0
4,1,0
8,3,20.00
8,6,14.28
8,4,11.11
8,4,16.66
16,1,0
4,1,0
4,1,0
8,4,9.09
8,1,0
16,1,0
8,5,14.28
4,1,0
8,2,15.38
16,6,11.29
4,1,0
16,6,19.11
4,1,0
4,1,0
8,4,9.09
8,3,15.38
4,1,0
16,5,15.00
16,7,20.83
8,5,8.33
4,1,0
16,6,15.49
16,6,-1.72
8,1,0
8,5,16.66
4,1,0
16,6,16.17
8,3,11.76
256,3,-9.16
4,1,0
16,5,7.14
8,2,15.38
8,3,13.33
4,1,0
16,6,14.28
8,4,18.18
4,1,0
32,8,18.03
16,6,23.52
8,3,18.75
8,3,6.25
8,3,18.75
8,3,20.00
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
16,1,0
8,2,14.28
16,2,-27.27
32,1,0
32,2,7.50
16,1,0
8,1,0
16,3,10.81
4,1,0
16,5,23.68
4,1,0
8,1,0
4,1,0
8,2,0
4,1,0
32,9,20.71
4,1,0
16,7,10.25
4,1,0
4,1,0
8,1,0
256,5,19.66
16,1,0
4,1,0
8,1,0
8,1,0
8,2,0
64,3,18.81
8,1,0
32,2,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,2,14.28
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,3,0
8,2,15.38
8,3,18.18
8,4,16.66
4,1,0
4,1,0
32,1,0
32,2,-2.63
16,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,4,17.14
8,1,0
16,1,0
4,1,0
8,1,0
4,1,0
4,2,0
4,1,0
4,1,0
8,2,0
16,6,0
4,1,0
8,1,0
8,1,0
4,1,0
128,7,20.10
16,1,0
32,4,18.65
16,4,11.11
8,1,0
8,1,0
16,1,0
8,1,0
8,2,13.33
256,4,8.11
4,1,0
4,1,0
4,1,0
4,3,0
4,1,0
4,2,16.66
4,2,0
4,2,0
4,1,0
4,1,0
4,2,16.66
4,2,0
4,2,16.66
4,1,0
4,1,0
8,5,8.33
4,1,0
4,1,0
8,1,0
16,2,5.71
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
16,1,0
4,1,0
8,1,0
256,21,20.01
256,20,21.65
8,1,0
16,1,0
32,1,0
64,1,0
64,1,0
8,1,0
8,1,0
4,1,0
16,1,0
256,4,1.28
16,3,20.68
4,1,0
4,1,0
16,5,3.33
32,3,-15.78
8,1,0
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,9,12.00
8,1,0
4,1,0
16,2,-8.33
4,1,0
4,1,0
8,1,0
4,1,0
4,2,16.66
4,1,0
8,1,0
16,2,11.11
4,1,0
8,1,0
16,2,8.33
32,2,11.36
8,5,10.00
8,1,0
4,2,16.66
8,2,-10.00
16,1,0
8,5,9.09
4,2,16.66
16,3,14.81
4,1,0
128,2,11.14
64,13,17.12
8,1,0
8,3,18.75
4,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,3,20.00
16,2,15.15
4,1,0
4,2,0
8,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,3,16.66
8,1,0
8,2,0
16,1,0
8,1,0
8,1,0
8,1,0
8,2,13.33
32,1,0
4,1,0
32,3,8.47
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,2,13.33
4,1,0
16,5,16.66
4,1,0
16,2,8.33
8,1,0
8,4,21.42
16,4,17.18
8,3,-10.00
8,4,16.66
32,8,17.27
64,3,20.12
8,7,0
8,1,0
4,1,0
8,1,0
4,1,0
16,1,0
4,2,16.66
4,1,0
32,8,6.06
4,1,0
4,1,0
8,3,0
4,1,0
4,1,0
4,1,0
4,1,0
64,14,14.28
4,2,16.66
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
32,3,20.95
32,9,19.04
8,6,8.33
16,5,23.75
4,2,16.66
256,6,12.97
8,1,0
8,1,0
8,3,0
4,1,0
4,1,0
64,4,10.00
8,4,16.66
16,9,-6.25
8,1,0
512,5,22.62
4,1,0
16,4,24.44
8,3,20.00
16,1,0
16,1,0
16,5,14.81
16,8,11.95
16,2,8.33
16,1,0
16,2,11.11
16,1,0
16,3,17.30
16,5,3.33
16,3,16.66
16,3,21.73
16,5,10.20
16,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
4,2,16.66
16,1,0
16,1,0
16,1,0
16,1,0
4,1,0
16,1,0
16,1,0
16,1,0
16,5,19.04
16,6,18.42
16,4,17.14
16,2,10.81
16,3,15.38
16,2,15.15
16,2,12.12
16,11,8.00
4,1,0
32,2,11.59
8,1,0
128,5,20.72
4,1,0
4,1,0
4,1,0
32,6,16.66
32,10,8.94
4,1,0
4,1,0
8,4,6.25
8,2,0
16,6,21.59
4,3,16.66
4,2,16.66
8,4,9.09
8,5,16.66
4,1,0
4,1,0
4,1,0
8,1,0
4,1,0
16,5,-9.09
8,1,0
8,5,0
8,3,11.11
32,9,16.92
4,1,0
4,2,16.66
4,1,0
4,1,0
8,2,13.33
8,2,12.50
16,6,22.34
16,9,13.04
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
16,1,0
16,2,5.71
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
8,1,0
16,2,-27.27
4,1,0
4,1,0
16,7,15.11
8,1,0
8,5,14.28
4,1,0
16,5,9.37
16,4,20.00
16,1,0
16,9,5.12
16,9,9.52
4,1,0
4,1,0
16,5,12.12
4,1,0
4,1,0
4,1,0
64,2,11.34
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
16,2,5.71
4,3,0
64,10,12.50
64,10,13.58
8,3,18.75
4,1,0
16,6,15.85
4,1,0
4,1,0
8,5,14.28
4,1,0
4,2,0
8,1,0
8,4,21.42
8,3,11.11
16,9,12.50
8,4,10.00
8,1,0
4,1,0
128,4,-16.25
4,1,0
4,1,0
8,4,21.42
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
8,1,0
32,5,4.16
4,1,0
16,2,5.71
16,2,13.33
4,2,0
8,2,15.38
8,2,-10.00
16,5,19.04
8,2,13.33
8,2,0
4,1,0
8,3,11.11
8,4,0
16,4,22.85
4,1,0
8,1,0
16,6,7.14
8,4,21.42
4,1,0
8,1,0
8,1,0
8,4,0
8,1,0
4,1,0
16,5,19.04
8,1,0
4,1,0
8,1,0
16,1,0
16,2,12.50
16,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
16,1,0
4,1,0
16,2,12.50
4,1,0
8,1,0
8,1,0
16,1,0
4,1,0
4,1,0
8,1,0
4,1,0
4,1,0
8,1,0
16,2,12.12
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
128,6,23.92
4,1,0
4,1,0
8,1,0
128,5,14.16
4,1,0
16,1,0
8,1,0
4,1,0
4,1,0
16,1,0
4,1,0
8,2,15.38
16,1,0
32,1,0
16,1,0
32,1,0
4,1,0
4,1,0
4,1,0
256,6,18.40
16,1,0
4,1,0
128,4,21.10
128,3,19.66
128,7,19.60
128,5,15.43
128,3,16.61
4,1,0
8,1,0
8,1,0
4,1,0
256,5,17.81
8,1,0
16,1,0
4,2,0
4,1,0
8,1,0
8,1,0
64,3,5.73
16,2,12.50
4,1,0
16,1,0
8,1,0
32,2,11.49
4,1,0
4,1,0
4,1,0
8,1,0
128,10,9.67
16,1,0
16,2,0
8,1,0
4,1,0
16,1,0
64,1,0
8,1,0
16,1,0
512,7,17.80
8,1,0
128,7,12.67
16,2,5.71
4,1,0
4,1,0
256,6,11.71
8,5,0
4,2,0
8,1,0
4,1,0
8,1,0
32,3,-4.76
8,1,0
8,1,0
4,1,0
32,3,15.51
16,1,0
8,1,0
8,1,0
16,1,0
16,2,10.81
8,2,0
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,2,15.38
8,1,0
8,2,12.50
4,1,0
32,1,0
16,3,9.52
64,19,10.96
4,1,0
8,4,-6.25
4,1,0
4,2,0
16,10,7.14
16,1,0
16,1,0
4,1,0
8,1,0
8,2,15.38
128,4,7.62
4,1,0
4,1,0
16,1,0
4,1,0
8,1,0
8,1,0
4,1,0
4,1,0
4,1,0
8,1,0
16,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
8,1,0
16,2,12.50
8,1,0
128,11,17.07
8,2,-10.00
4,1,0
8,2,0
8,2,0
8,2,12.50
8,1,0
8,1,0
64,10,17.65
8,2,-10.00
4,1,0
8,1,0
4,1,0
8,1,0
8,1,0
16,7,9.75
256,14,20.03
16,6,15.15
8,1,0
4,1,0
4,1,0
64,14,15.74
16,7,6.25
8,6,8.33
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,1,0
4,1,0
8,2,12.50
16,10,11.53
8,4,18.18
4,2,16.66
4,1,0
4,2,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
256,18,21.18
8,3,0
32,4,16.88
4,2,0
4,1,0
16,2,11.11
4,1,0
4,1,0
16,6,14.06
8,1,0
16,3,14.00
4,1,0
16,2,10.81
8,1,0
8,2,12.50
16,2,0
32,3,9.70
4,2,0
4,1,0
8,1,0
8,2,15.38
8,2,0
4,2,0
128,14,21.51
4,1,0
4,2,0
8,1,0
4,1,0
8,1,0
256,7,12.73
32,7,16.84
4,1,0
8,6,8.33
8,1,0
4,2,0
8,2,0
4,2,16.66
16,1,0
16,2,0
4,1,0
32,2,7.40
4,1,0
16,1,0
4,1,0
16,8,9.30
8,2,14.28
8,2,12.50
8,3,18.18
8,2,12.50
32,8,15.57
4,1,0
8,4,10.00
4,1,0
4,1,0
16,2,-27.27
1024,21,17.14
4,1,0
4,2,0
16,2,12.50
16,9,8.51
4,1,0
4,1,0
8,1,0
8,1,0
4,1,0
16,3,10.00
16,4,8.00
4,1,0
16,2,8.33
8,2,14.28
8,1,0
8,1,0
8,1,0
8,2,-10.00
8,1,0
4,1,0
8,1,0
4,1,0
32,2,5.19
4,1,0
8,2,12.50
8,2,12.50
8,3,0
8,2,12.50
4,1,0
4,1,0
8,1,0
8,1,0
16,2,10.81
4,1,0
8,2,-10.00
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
8,1,0
64,4,-16.66
8,1,0
8,1,0
8,1,0
4,2,0
16,1,0
8,1,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
256,7,19.95
4,2,0
16,3,15.38
4,1,0
16,4,8.00
32,1,0
4,1,0
16,1,0
8,2,0
8,1,0
8,1,0
8,2,-10.00
64,4,23.19
4,1,0
4,1,0
4,1,0
8,3,18.18
4,1,0
16,3,-27.27
16,5,-8.33
16,4,13.79
16,7,10.00
16,6,15.85
8,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,2,0
4,2,0
16,2,5.71
4,2,0
4,2,0
4,2,0
4,1,0
4,2,0
4,2,0
4,2,0
4,2,0
4,2,0
16,1,0
4,1,0
8,1,0
4,1,0
32,2,11.59
8,1,0
4,1,0
16,3,2.38
8,1,0
4,1,0
16,1,0
32,1,0
8,1,0
8,1,0
8,2,13.33
16,2,-27.27
4,3,0
4,2,0
16,1,0
4,3,0
8,1,0
4,1,0
8,1,0
4,3,0
8,2,12.50
8,1,0
16,3,12.96
32,4,19.17
8,1,0
4,1,0
4,1,0
32,3,19.04
4,1,0
32,13,12.50
16,1,0
4,1,0
4,1,0
8,1,0
16,3,13.72
8,2,12.50
4,4,0
4,1,0
256,10,24.65
8,2,0
4,1,0
16,1,0
8,2,13.33
8,1,0
16,1,0
16,3,-17.85
16,1,0
4,1,0
4,1,0
8,3,18.18
256,16,18.31
16,1,0
4,1,0
16,1,0
8,1,0
4,1,0
8,2,15.38
4,1,0
128,6,17.23
4,1,0
8,1,0
16,2,12.50
16,1,0
8,2,-10.00
4,1,0
8,1,0
8,2,12.50
256,17,24.15
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
4,1,0
8,1,0
8,1,0
8,7,0
4,1,0
8,1,0
16,1,0
8,2,15.38
16,1,0
8,2,0
16,1,0
8,1,0
4,1,0
16,1,0
4,1,0
32,11,16.66
16,8,13.33
16,1,0
4,1,0
8,1,0
4,1,0
32,2,7.50
32,3,14.41
8,1,0
4,1,0
64,2,10.15
4,1,0
8,1,0
8,2,12.50
64,3,2.02
32,2,8.23
8,1,0
16,2,10.81
8,1,0
4,1,0
8,1,0
8,2,13.33
8,2,15.38
8,1,0
16,1,0
16,9,12.50
8,1,0
4,1,0
4,1,0
8,1,0
8,1,0
64,1,0
16,9,12.50
8,1,0
32,2,0
16,1,0
8,1,0
16,1,0
8,1,0
8,1,0
16,1,0
4,1,0
16,1,0
8,1,0
8,1,0
64,2,7.14
8,1,0
64,3,12.60
8,1,0
4,1,0
8,1,0
8,1,0
8,2,13.33
8,1,0
4,1,0
8,2,12.50
8,1,0
8,1,0
8,2,15.38
8,1,0
4,1,0
8,1,0
8,1,0
16,1,0
16,1,0
8,1,0
4,1,0
8,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,2,13.33
8,1,0
4,2,0
8,1,0
4,1,0
16,1,0
8,1,0
8,1,0
8,1,0
4,1,0
8,1,0
16,1,0
16,1,0
8,1,0
8,2,12.50
4,2,0
8,1,0
4,1,0
8,2,15.38
8,1,0
4,2,0
4,1,0
8,1,0
8,1,0
4,1,0
8,1,0
4,1,0
4,1,0
4,2,16.66
4,3,0
4,1,0
16,1,0
32,1,0
16,1,0
8,1,0
16,1,0
16,1,0
4,1,0
8,1,0
8,1,0
8,2,15.38
16,2,5.71
4,1,0
8,6,0
32,1,0
32,1,0
32,1,0
32,1,0
8,7,7.14
4,1,0
16,1,0
4,3,0
8,1,0
4,1,0
32,7,12.50
16,6,11.76
64,2,-2.36
4,1,0
4,1,0
8,1,0
128,4,-.16
4,1,0
8,1,0
16,2,15.15
32,3,16.66
32,2,-18.18
4,1,0
32,2,-18.18
4,2,0
8,5,16.66
4,3,0
4,1,0
8,1,0
4,1,0
8,6,8.33
32,2,-18.18
16,1,0
4,1,0
